text,label
What are my reminders for the week,show reminders
set an alarm for July 28th at 130 am,set alarm
When will it rain again?,find
Program alarm for 8:15pm,set alarm
What time did the sun rise 3 years ago today,checkSunrise
Delete alarms today,cancel alarm
What is the weather next week in Santorini?,find
Set an alarm for 4:30 today,set alarm
What will the weather be like tomorrow?,find
i want to be reminded to set family tasks,set reminder
Delete all alarms,cancel alarm
What is the temperature going to be in South Africa today?,find
show my reminders for today,show reminders
"I'm travelling to London, will I need an umbrella?",find
Cancel my reminder.,cancel reminder
how much time until the next alarm,time left on alarm
Weather updates for Los Angeles please.,find
What is the heat index in Phoenix?,find
Set an alarm for every 60 seconds for 10 minutes.,set alarm
Give me the most recent half moon bay weather report,find
Remind me to take birth control at 7PM daily,set reminder
Do you think it will be very cold today?,find
"What does the weather look like in Harvest, Alabama?",find
is there rain in the forecast,find
Remove all my alarms,cancel alarm
Put the alarm on snooze,snooze alarm
How cold is Alaska now?,find
show all reminders,show reminders
Remind me to visit the eye doctor Tuesday afternoon.,set reminder
Cancel my reminder to buy bread at the store.,cancel reminder
How many inches of snow feel in NYC?,find
Temperature around Tokyo next week F,find
Set an alarm for 7:30AM tomorrow morning.,set alarm
Show me my reminders,show reminders
Set alarm for noon.,set alarm
remind me to send a payment this Wednesday,set reminder
set another alarm please,set alarm
Is my alarm set before 10am on Sunday?,show alarms
what time will the sun set in august,checkSunset
How much time is left before my alarm,time left on alarm
Las Vegas has been pretty hot this week. Will it be cooler this weekend,find
Temperature around Shanghai this weekend Fahrenheit,find
Will we get 2 inches of snow today,find
what will today's temperature be in kona today?,find
reset all alarms,cancel alarm
Is it warm now?,find
How much time do I have left before my next alarm.,time left on alarm
should i wear my rain boots,find
Will it rain today,find
Is it hot in Amsterdam right now?,find
will it be rainy after dinner tomorrow?,find
Remind me to wash my car on thursday.,set reminder
Is it going to rain tonight?,find
Will it be around 82 in F inside tomorrow morning,find
How hot will it be on Monday?,find
snooze alarm for 12 minutes,snooze alarm
Snow forecast for the upcoming week,find
is it snowing,find
What is the weather in Fort Wayne this weekend,find
What time is it supposed to begin raining,find
Set alarm at 8 am,set alarm
what's today's forecast,find
Turn off my alarm.,cancel alarm
Please set alarm to ring every day this week,set alarm
Set a new alarm for 11pm.,set alarm
what is the weather next month in sammamish wa,find
"My alarms, right now",show alarms
What's the current temp in Tracy,find
"What is the temperature in Fairbanks, AK?",find
What is the weather today,find
what is the weather in Chicago at noon,find
When will my alarm go off,show alarms
"What is the weather like in Ocean City, Maryland?",find
What is the weather going to be in Louisville at noon tomorrow?,find
are they getting snow in Chicago this weekend?,find
snooze the alarm,snooze alarm
What's the weather forecast for the week?,find
Set alarms for 6pm and 11pm.,set alarm
post pone the reminder to buy milk to 3 pm today,set reminder
Remind to take Charlie to practice,set reminder
Remind me to take medicine at 8pm tonight,set reminder
Today's weather.,find
What time does the rain start in my area,find
Do I need to wear sunscreen today?,find
At what temperature will the roads freeze,find
Cancel all alarms.,cancel alarm
Delete 1:30pm alarm.,cancel alarm
Set another alarm for 10 minutes from now,set alarm
SHOULD I WEAR A JACKET TODAY?,find
Remind me to visit my family doctor Tuesday morning at 9am,set reminder
set an alarm for may,set alarm
Please remind me to set an alarm,set reminder
Wake me up in 2 hours.,set alarm
what are the wind speeds,find
How hot is it going to be in Carmel tomorrow?,find
what is the weather going to be like today,find
Is hail expected for the storm tonight?,find
reminder alarm for 3pm meeting,set reminder
is it going to rain on our cruise,find
Remind me to call the doctor tomorrow,set reminder
What is the wind chill,find
Do I need to wear gloves today,find
Want to see alarms in the morning,show alarms
cancel my 6am alarm,cancel alarm
Is it going to rain today?,find
is it going to rain this week,find
Snooze my alarm for 10 minutes,snooze alarm
begin new alarm,set alarm
Remind me in a few hours to water the garden.,set reminder
WHAT WILL THE WEATHER BE FOR THE NEXT 5 DAYS IN HAWAII?,find
Show me all active reminders,show reminders
Remind me to buy a ticket to the movies,set reminder
remind me to pick up groceries,set reminder
Will I need a jacket? ,find
What alarm do I have set right now?,show alarms
SET ALARM FOR EVERY HOUR ON THE HOUR,set alarm
cancel the alarm for tomorrow morning,cancel alarm
set my alarm for 6am,set alarm
Set an alarm for every two hours.,set alarm
what's this week's forecast,find
is it going to be windy,find
Is it cold out today?,find
Cancel all my alarms.,cancel alarm
what is the high for today?,find
is it raining in D.C?,find
Set reminder for first day of school.,set reminder
What's the weather going to be like the weekend?,find
remind me to buy milk in an hour,set reminder
enable reminder,set reminder
cancel all reminders,cancel reminder
Remind me about this email tomorrow,set reminder
remind me about my sister's birthday next week on friday,set reminder
What's the weather for Seattle?,find
Set a reminder for every other Sunday at noon. ,set reminder
What is the humidity right now?,find
set reminder for 30 days,set reminder
is there a storm coming,find
Should I carry an umbrella today afternoon?,find
remind me to make the call to mom tomorrow,set reminder
when will rain start,find
remind me to stop at moms tonight,set reminder
Will it snow this week,find
Is there any typhoon hitting Taiwan next week?,find
remind to get gas Thursday,set reminder
Is it going to rain next week?,find
Cancel tomorrow morning's alarm,cancel alarm
delete tomorrow's alarm,cancel alarm
Display my next reminder,show reminders
is it supposed to frost tonight,find
Will it be nice to go sailing in Balboa on Saturday,find
Set alarm every five minutes,set alarm
Alarm set for 6pm,set alarm
Is it going to be around 1 degree f outside tomorrow,find
cancel my recurring reminder to take meds daily at 7 am,cancel reminder
Is there snow in tomorrow's forecast,find
Should I wear a sweater today?,find
WHAT ARE THE CHANCES FOR RAIN,find
Should I take my umbrella today?,find
Remind me to buy batteries.,set reminder
Add alarm for 6am,set alarm
Is it below 79 in degrees Celsius,find
Cancel my reminder to call the doctor.,cancel reminder
How much time until my alarm goes off?,time left on alarm
Do I need to bring an umbrella?,find
Should I bring rain boots?,find
how much time until my alarm goes off,time left on alarm
delete current alarm setting.,cancel alarm
what is the high temp for today,find
Set a reminder to buy milk.,set reminder
What is the high temperature today?,find
Set new alarm for Saturdays at 9am,set alarm
will it be sunny after lunch today?,find
whats the highest temp this week,find
Remind me to lock my car.,set reminder
Is it gonna rain tonight?,find
"Set an alarm called, ""take the Apple Pie out,"" for 20 minutes from now",set alarm
set an alarm for 20 minutes,set alarm
Set an alarm to go off every 15 minutes for an hour.,set alarm
what time is it suppose to rain?,find
what are my reminders?,show reminders
whats the temp right now?,find
Cancel reminder to call Millie,cancel reminder
is snow in the forecast,find
turn off alarm,cancel alarm
What time is my alarm set for on Monday?,show alarms
is it sleeting outside,find
is it raining on christmas,find
Cancel tomorrow morning's alarm.,cancel alarm
Delete Alarm,cancel alarm
What is the temperature like in an hour?,find
please set new alarm for 7 am,set alarm
Can I leave the windows open today or will it get too hot,find
will it rain in the morning?,find
Is it going to snow tomorrow?,find
What will the weather be this weekend,find
List the days that have temp higher than 50 degree this week ,find
Please set alarm for tomorrow at 6 a.m.,set alarm
show all my reminders for the next week,show reminders
Set reminder for Friday at 4 am,set reminder
Snooze the alarm for 10 minutes,snooze alarm
cancel my reminder to rec the browns,cancel reminder
Remind me to check my weight on Saturday.,set reminder
should I carry an umbrella tomorrow?,find
Create alarms for 1PM and 2PM,set alarm
show me all my reminders,show reminders
what time is my alarm set for tomorrow,show alarms
what are the low temperatures for this week,find
Is it going to be rainy today?,find
What will the weather be like in San Jose today,find
Do I need an umbrella tomorrow,find
What is the chance of rain today?,find
cancel reminder,cancel reminder
Can I wear sandals today,find
Do I need to wear boots today?,find
How much snow will fall this week? ,find
What will the weather be like in Ponce Inlet at 2 p.m.?,find
Remind me to go to doctor tomorrow,set reminder
set up a snooze for the next alarm,snooze alarm
Temperature seattle next week fahrenheit,find
urgent reminder before work named cookies,set reminder
give me a 10-minute reminder,set reminder
I want to be reminded to charge electronic devices,set reminder
will it rain this evening,find
how hot is it,find
show all my weekend alarm that are turned on,show alarms
set alarm for 8 am tomorrow,set alarm
